,Type,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,Further_outcome,Year,Month,season,geometry,index_right,FID,lsoa11cd,lsoa11nm,IMDRank,IMDDecil,Shape__Area,Shape__Length,LSOA_code
330696,Person search,0.0,,51.577607,-0.218737,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given drugs possession warning,,,1,2017,9,3,POINT (-0.218737 51.577607),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
331715,Person and Vehicle search,0.0,,51.588632,-0.233651,Male,18-24,Other ethnic group - Any other ethnic group,White,Controlled drugs,Nothing found - no further action,,,0,2017,9,3,POINT (-0.233651 51.588632),234.0,235.0,E01000239,Barnet 031A,13120.0,4.0,1121637.79927063,7129.27458479399,E01000239
332232,Person search,0.0,,51.583129,-0.22353,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Articles for use in criminal damage,Nothing found - no further action,,,0,2017,9,3,POINT (-0.22353 51.583129),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
332846,Person search,0.0,,51.58154,-0.237434,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Nothing found - no further action,,,0,2017,9,3,POINT (-0.237434 51.58154),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
333490,Person search,0.0,,51.585155,-0.219525,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Nothing found - no further action,,,0,2017,10,3,POINT (-0.219525 51.585155),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
335360,Person and Vehicle search,0.0,,51.575844,-0.240728,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Nothing found - no further action,,,0,2017,10,3,POINT (-0.240728 51.575844),303.0,304.0,E01000308,Barnet 036D,7151.0,3.0,1364094.1416626,7445.11114516892,E01000308
336035,Person search,0.0,,51.575385,-0.220426,Male,18-24,Black/African/Caribbean/Black British - African,Black,Articles for use in criminal damage,Nothing found - no further action,,,0,2017,10,3,POINT (-0.220426 51.575385),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
336408,Person search,0.0,,51.58154,-0.237434,Male,10-17,White - Any other White background,White,Controlled drugs,Nothing found - no further action,,,0,2017,10,3,POINT (-0.237434 51.58154),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
336415,Person search,0.0,,51.585631,-0.230794,Male,10-17,White - Any other White background,White,Controlled drugs,Suspect arrested,,,1,2017,10,3,POINT (-0.230794 51.585631),304.0,305.0,E01000309,Barnet 031D,20046.0,7.0,745335.344039917,4383.89608689771,E01000309
336739,Person search,0.0,,51.580417,-0.238646,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Controlled drugs,Nothing found - no further action,,,0,2017,10,3,POINT (-0.238646 51.580417),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
337177,Person search,0.0,,51.580417,-0.238646,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,1,2017,10,3,POINT (-0.238646 51.580417),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
337283,Person search,0.0,,51.577713,-0.241262,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,Suspect arrested,,,1,2017,10,3,POINT (-0.241262 51.577713),303.0,304.0,E01000308,Barnet 036D,7151.0,3.0,1364094.1416626,7445.11114516892,E01000308
337382,Person search,0.0,,51.587387,-0.219683,Male,over 34,Other ethnic group - Not stated,Black,Controlled drugs,Nothing found - no further action,,,0,2017,10,3,POINT (-0.219683 51.587387),240.0,241.0,E01000245,Barnet 032E,11312.0,4.0,466002.454406738,4260.11884529648,E01000245
338415,Vehicle search,0.0,,51.583596,-0.236589,,,,,Controlled drugs,Offender given drugs possession warning,,,1,2017,10,3,POINT (-0.236589 51.583596),304.0,305.0,E01000309,Barnet 031D,20046.0,7.0,745335.344039917,4383.89608689771,E01000309
339138,Person search,0.0,,51.576637,-0.239038,Male,18-24,White - Any other White background,Other,Articles for use in criminal damage,Suspect arrested,,,1,2017,10,3,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
339339,Person and Vehicle search,0.0,,51.582939,-0.22703,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Nothing found - no further action,,,0,2017,10,3,POINT (-0.22703 51.582939),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
340868,Person search,0.0,,51.601192,-0.234045,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Articles for use in criminal damage,Nothing found - no further action,,,0,2017,10,3,POINT (-0.234045 51.601192),235.0,236.0,E01000240,Barnet 031B,14717.0,5.0,1135794.57661438,7212.26296472686,E01000240
341323,Person search,0.0,,51.582939,-0.22703,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Nothing found - no further action,,,0,2017,10,3,POINT (-0.22703 51.582939),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
341390,Person search,0.0,,51.582939,-0.22703,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Nothing found - no further action,,,0,2017,10,3,POINT (-0.22703 51.582939),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
341575,Person and Vehicle search,0.0,,51.594833,-0.23575,Male,18-24,Other ethnic group - Not stated,Black,Controlled drugs,Nothing found - no further action,,,0,2017,10,3,POINT (-0.23575 51.594833),234.0,235.0,E01000239,Barnet 031A,13120.0,4.0,1121637.79927063,7129.27458479399,E01000239
341737,Person search,0.0,,51.601192,-0.234045,Male,18-24,Other ethnic group - Any other ethnic group,Asian,Controlled drugs,Offender given drugs possession warning,,,1,2017,10,3,POINT (-0.234045 51.601192),235.0,236.0,E01000240,Barnet 031B,14717.0,5.0,1135794.57661438,7212.26296472686,E01000240
341740,Person and Vehicle search,0.0,,51.601192,-0.234045,Male,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Asian,Controlled drugs,Nothing found - no further action,,,0,2017,10,3,POINT (-0.234045 51.601192),235.0,236.0,E01000240,Barnet 031B,14717.0,5.0,1135794.57661438,7212.26296472686,E01000240
342159,Person search,0.0,,51.580224,-0.243186,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Articles for use in criminal damage,Suspect arrested,,,1,2017,10,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
342358,Person search,0.0,,51.576637,-0.239038,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given drugs possession warning,,,1,2017,10,3,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
343551,Person search,0.0,,51.580224,-0.243186,Male,10-17,White - Any other White background,White,Firearms,Suspect arrested,,,1,2017,10,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
345543,Person and Vehicle search,0.0,,51.582987,-0.215323,Male,25-34,Asian/Asian British - Indian,Asian,Articles for use in criminal damage,Nothing found - no further action,,,0,2017,11,3,POINT (-0.215323 51.582987),231.0,232.0,E01000236,Barnet 034A,23808.0,8.0,589603.116470337,3638.41217587178,E01000236
345749,Person search,0.0,,51.577136,-0.2316,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Asian,Controlled drugs,Nothing found - no further action,,,0,2017,11,3,POINT (-0.2316 51.577136),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
346334,Person search,0.0,,51.577136,-0.2316,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Nothing found - no further action,,,0,2017,11,3,POINT (-0.2316 51.577136),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
346776,Person and Vehicle search,0.0,,51.577136,-0.2316,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Nothing found - no further action,,,0,2017,11,3,POINT (-0.2316 51.577136),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
346779,Person and Vehicle search,0.0,,51.577136,-0.2316,Male,18-24,Other ethnic group - Not stated,Other,Controlled drugs,Nothing found - no further action,,,0,2017,11,3,POINT (-0.2316 51.577136),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
346782,Person search,0.0,,51.577757,-0.235776,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given drugs possession warning,,,1,2017,11,3,POINT (-0.235776 51.577757),301.0,302.0,E01000306,Barnet 036C,19906.0,7.0,374796.169204712,3209.44510100433,E01000306
346970,Person search,0.0,,51.577713,-0.241262,Female,18-24,Other ethnic group - Any other ethnic group,Other,Controlled drugs,Nothing found - no further action,,,0,2017,11,3,POINT (-0.241262 51.577713),303.0,304.0,E01000308,Barnet 036D,7151.0,3.0,1364094.1416626,7445.11114516892,E01000308
346975,Person search,0.0,,51.577713,-0.241262,Female,10-17,Other ethnic group - Any other ethnic group,Other,Controlled drugs,Nothing found - no further action,,,0,2017,11,3,POINT (-0.241262 51.577713),303.0,304.0,E01000308,Barnet 036D,7151.0,3.0,1364094.1416626,7445.11114516892,E01000308
346976,Person search,0.0,,51.577713,-0.241262,Male,10-17,Asian/Asian British - Any other Asian background,Other,Controlled drugs,Suspect arrested,,,1,2017,11,3,POINT (-0.241262 51.577713),303.0,304.0,E01000308,Barnet 036D,7151.0,3.0,1364094.1416626,7445.11114516892,E01000308
347211,Person search,0.0,,51.581308,-0.234527,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Articles for use in criminal damage,Nothing found - no further action,,,0,2017,11,3,POINT (-0.234527 51.581308),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
347216,Person search,0.0,,51.577136,-0.2316,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Articles for use in criminal damage,Nothing found - no further action,,,0,2017,11,3,POINT (-0.2316 51.577136),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
347975,Person search,0.0,,51.582939,-0.22703,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given drugs possession warning,,,1,2017,11,3,POINT (-0.22703 51.582939),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
348329,Person search,0.0,,51.586039,-0.230403,Male,over 34,Other ethnic group - Any other ethnic group,Black,Articles for use in criminal damage,Nothing found - no further action,,,0,2017,11,3,POINT (-0.230403 51.586039),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
348501,Person search,0.0,,51.580224,-0.243186,Male,18-24,Asian/Asian British - Any other Asian background,Other,Articles for use in criminal damage,Nothing found - no further action,,,0,2017,11,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
348502,Person search,0.0,,51.580224,-0.243186,Male,18-24,Other ethnic group - Any other ethnic group,Other,Articles for use in criminal damage,Nothing found - no further action,,,0,2017,11,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
348511,Person search,0.0,,51.580224,-0.243186,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Articles for use in criminal damage,Nothing found - no further action,,,0,2017,11,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
348513,Person search,0.0,,51.580224,-0.243186,Male,,Other ethnic group - Not stated,Asian,Controlled drugs,Nothing found - no further action,,,0,2017,11,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
348679,Person search,0.0,,51.577713,-0.241262,Male,18-24,Asian/Asian British - Any other Asian background,Other,Controlled drugs,Nothing found - no further action,,,0,2017,11,3,POINT (-0.241262 51.577713),303.0,304.0,E01000308,Barnet 036D,7151.0,3.0,1364094.1416626,7445.11114516892,E01000308
348680,Person search,0.0,,51.577713,-0.241262,Male,10-17,Asian/Asian British - Any other Asian background,Other,Articles for use in criminal damage,Nothing found - no further action,,,0,2017,11,3,POINT (-0.241262 51.577713),303.0,304.0,E01000308,Barnet 036D,7151.0,3.0,1364094.1416626,7445.11114516892,E01000308
348692,Person search,0.0,,51.580224,-0.243186,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Nothing found - no further action,,,0,2017,11,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
349007,Person search,0.0,,51.576166,-0.224537,Female,18-24,Other ethnic group - Not stated,Black,Articles for use in criminal damage,Nothing found - no further action,,,0,2017,11,3,POINT (-0.224537 51.576166),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
349462,Person search,0.0,,51.576637,-0.239038,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Nothing found - no further action,,,0,2017,11,3,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
350065,Person search,0.0,,51.598432,-0.233488,Male,18-24,Black/African/Caribbean/Black British - African,Black,Articles for use in criminal damage,Nothing found - no further action,,,0,2017,11,3,POINT (-0.233488 51.598432),235.0,236.0,E01000240,Barnet 031B,14717.0,5.0,1135794.57661438,7212.26296472686,E01000240
350189,Person search,0.0,,51.577713,-0.241262,Male,10-17,Other ethnic group - Not stated,Asian,Controlled drugs,Nothing found - no further action,,,0,2017,11,3,POINT (-0.241262 51.577713),303.0,304.0,E01000308,Barnet 036D,7151.0,3.0,1364094.1416626,7445.11114516892,E01000308
350192,Person search,0.0,,51.577713,-0.241262,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Suspect arrested,,,1,2017,11,3,POINT (-0.241262 51.577713),303.0,304.0,E01000308,Barnet 036D,7151.0,3.0,1364094.1416626,7445.11114516892,E01000308
350259,Person search,0.0,,51.5833,-0.22296,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given drugs possession warning,,,1,2017,11,3,POINT (-0.22296 51.5833),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
350377,Person and Vehicle search,0.0,,51.576637,-0.239038,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Suspect summonsed to court,,,1,2017,11,3,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
350378,Person search,0.0,,51.576637,-0.239038,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,Nothing found - no further action,,,0,2017,11,3,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
352197,Person search,0.0,,51.576637,-0.239038,Male,10-17,Asian/Asian British - Any other Asian background,Other,Controlled drugs,Suspect arrested,,,1,2017,11,3,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
352668,Person and Vehicle search,0.0,,51.575459,-0.234292,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Suspect summonsed to court,,,1,2017,11,3,POINT (-0.234292 51.575459),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
352675,Person search,0.0,,51.575459,-0.234292,Male,25-34,Mixed/Multiple ethnic groups - White and Black African,Black,Controlled drugs,Nothing found - no further action,,,0,2017,11,3,POINT (-0.234292 51.575459),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
352713,Person search,0.0,,51.580224,-0.243186,Male,18-24,Other ethnic group - Not stated,Other,Controlled drugs,Nothing found - no further action,,,0,2017,11,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
352740,Person search,0.0,,51.577076,-0.239526,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Nothing found - no further action,,,0,2017,11,3,POINT (-0.239526 51.577076),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
354085,Person search,0.0,,51.580224,-0.243186,Male,18-24,Asian/Asian British - Any other Asian background,,Controlled drugs,Nothing found - no further action,,,0,2017,11,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
